full_text,cleaned-texts,stemmed-texts,tokenized-texts,pre-process,sentiment_score,sentiment
Gegara Hal Ini Kekuatan Prabowo-Gibran diyakini Bertambah Berkali Lipat https://t.co/EUXz6a0npv,gegara hal ini kekuatan prabowo gibran diyakini bertambah berkali lipat t co euxz6a0npv,gegara hal ini kuat prabowo gibran yakin tambah kali lipat t co euxz6a0npv,,gegara hal ini kuat prabowo gibran yakin tambah kali lipat t co euxz6a0npv,9.0,Positif
@kansasrisky_ @SenderLabs Tetep semangat,kansasrisky senderlabs tetep semangat,kansasrisky senderlabs tetep semangat,,kansasrisky senderlabs tetep semangat,4.0,Positif
Prabowo Gibran Bisa Apa?.,prabowo gibran bisa apa,prabowo gibran bisa apa,,prabowo gibran bisa apa,4.0,Positif
@petanipunk @saakuru_labs Dono bung,petanipunk saakuru labs dono bung,petanipunk saakuru labs dono bung,,petanipunk saakuru labs dono bung,0.0,Netral
#IDMKemendesBISA @jokowi @prabowo @gibran_tweet @halimiskandarnu @Kemendespdtt @malik_haramain @imansyukri @taufikmadjid71 @yusradaridesa @azzameldzikrie @tppkemendes Sosialisasi percepatan input IDM 2024 https://t.co/2yTpjTongo,idmkemendesbisa jokowi prabowo gibran tweet halimiskandarnu kemendespdtt malik haramain imansyukri taufikmadjid71 yusradaridesa azzameldzikrie tppkemendes sosialisasi percepatan input idm 2024 t co 2ytpjtongo,idmkemendesbisa jokowi prabowo gibran tweet halimiskandarnu kemendespdtt malik haramain imansyukri taufikmadjid71 yusradaridesa azzameldzikrie tppkemendes sosialisasi cepat input idm 2024 t co 2ytpjtongo,,idmkemendesbisa jokowi prabowo gibran tweet halimiskandarnu kemendespdtt malik haramain imansyukri taufikmadjid71 yusradaridesa azzameldzikrie tppkemendes sosialisasi cepat input idm 2024 t co 2ytpjtongo,0.0,Netral
@PartaiSocmed @aven_januar @prabowo @gibran_tweet PKS bukan urusan penting.... ,partaisocmed aven januar prabowo gibran tweet pks bukan urusan penting,partaisocmed aven januar prabowo gibran tweet pks bukan urus penting,,partaisocmed aven januar prabowo gibran tweet pks bukan urus penting,-3.0,Negatif
Bahahahahahahahaha udah ngataÂ²in Prabowo &amp; Gibran di media sosial sama kadernya eh petinggi PKS ngarep jabatan di Pemerintahan Prabowo. ,bahahahahahahahaha udah ngata in prabowo amp gibran di media sosial sama kadernya eh petinggi pks ngarep jabatan di pemerintahan prabowo,bahahahahahahahaha udah ngata in prabowo amp gibran di media sosial sama kader eh petinggi pks ngarep jabat di perintah prabowo,,bahahahahahahahaha udah ngata in prabowo amp gibran di media sosial sama kader eh petinggi pks ngarep jabat di perintah prabowo,-2.0,Negatif
IDM untuk mengetahui perkembangan suatu desa dan sebagai dasar arah pembangunan desa. #IDMKemendesaBisa @jokowi @prabowo @gibran_tweet @halimiskandarnu @Kemendespdtt @malik_haramain @imansyukri @taufikmadjid71 @yusradaridesa @azzameldzikrie @tppkemendes https://t.co/G1c6iU2K1K,idm untuk mengetahui perkembangan suatu desa dan sebagai dasar arah pembangunan desa idmkemendesabisa jokowi prabowo gibran tweet halimiskandarnu kemendespdtt malik haramain imansyukri taufikmadjid71 yusradaridesa azzameldzikrie tppkemendes t co g1c6iu20001000,idm untuk tahu kembang suatu desa dan bagai dasar arah bangun desa idmkemendesabisa jokowi prabowo gibran tweet halimiskandarnu kemendespdtt malik haramain imansyukri taufikmadjid71 yusradaridesa azzameldzikrie tppkemendes t co g1c6iu20001000,,idm untuk tahu kembang suatu desa dan bagai dasar arah bangun desa idmkemendesabisa jokowi prabowo gibran tweet halimiskandarnu kemendespdtt malik haramain imansyukri taufikmadjid71 yusradaridesa azzameldzikrie tppkemendes t co g1c6iu20001000,14.0,Positif
Diminta pesanÂ² buat pemerintahan Prabowo-Gibran eh malah nembak Metro TV karena kopinya ga ada. https://t.co/jxZN46bnup,diminta pesan buat pemerintahan prabowo gibran eh malah nembak metro tv karena kopinya ga ada t co jxzn46bnup,minta pesan buat perintah prabowo gibran eh malah nembak metro tv karena kopi ga ada t co jxzn46bnup,,minta pesan buat perintah prabowo gibran eh malah nembak metro tv karena kopi ga ada t co jxzn46bnup,-11.0,Negatif
@KhaerulArshaka @SenderLabs Semangat lur,khaerularshaka senderlabs semangat lur,khaerularshaka senderlabs semangat lur,,khaerularshaka senderlabs semangat lur,4.0,Positif
@BANGSAygSUJUD @prabowo @gibran_tweet @budimandjatmiko Hati2 pkb merapat mereka tidak rela kemendes lepas,bangsaygsujud prabowo gibran tweet budimandjatmiko hati2 pkb merapat mereka tidak rela kemendes lepas,bangsaygsujud prabowo gibran tweet budimandjatmiko hati2 pkb rapat mereka tidak rela kemendes lepas,,bangsaygsujud prabowo gibran tweet budimandjatmiko hati2 pkb rapat mereka tidak rela kemendes lepas,-9.0,Negatif
@IncDiana @SenderLabs Secapat cahaya,incdiana senderlabs secapat cahaya,incdiana senderlabs secapat cahaya,,incdiana senderlabs secapat cahaya,0.0,Netral
@elsaday__ Aku orang pinggir jalan cari uang susah sekarang ...efek prabowo gibran menang. Rugi dongk...usahakecil https://t.co/pdaq0kxcT7,elsaday aku orang pinggir jalan cari uang susah sekarang efek prabowo gibran menang rugi dongk usahakecil t co pdaq0000xct7,elsaday aku orang pinggir jalan cari uang susah sekarang efek prabowo gibran menang rugi dongk usahakecil t co pdaq0000xct7,,elsaday aku orang pinggir jalan cari uang susah sekarang efek prabowo gibran menang rugi dongk usahakecil t co pdaq0000xct7,-4.0,Negatif
@AKU_dgn3putra Pelangaran etik tetap. Gibran pake paman buat rubah UU juga tetap pelanggaran Bagi bagi sembako juga terbukti. Cuma konstitusi tetap memenangkan 02. Jadi secara hukum amin kalah. Menerima kekalahan bukan berarti mentolelir kecurangannya,aku dgn3putra pelangaran etik tetap gibran pake paman buat rubah uu juga tetap pelanggaran bagi bagi sembako juga terbukti cuma konstitusi tetap memenangkan 02 jadi secara hukum amin kalah menerima kekalahan bukan berarti mentolelir kecurangannya,aku dgn3putra pelangaran etik tetap gibran pake paman buat rubah uu juga tetap langgar bagi bagi sembako juga bukti cuma konstitusi tetap menang 02 jadi cara hukum amin kalah terima kalah bukan arti mentolelir curang,,aku dgn3putra pelangaran etik tetap gibran pake paman buat rubah uu juga tetap langgar bagi bagi sembako juga bukti cuma konstitusi tetap menang 02 jadi cara hukum amin kalah terima kalah bukan arti mentolelir curang,-21.0,Negatif
Dampingi Gibran bertemu SBY AHY: Demokrat all-out menangkan Prabowo Gibran. vw^ AgusYudhoyono PDemokrat Demokrat Demi rakyat https://t.co/Os2wneAfeS,dampingi gibran bertemu sby ahy demokrat all out menangkan prabowo gibran vw agusyudhoyono pdemokrat demokrat demi rakyat t co os2wneafes,damping gibran temu sby ahy demokrat all out menang prabowo gibran vw agusyudhoyono pdemokrat demokrat demi rakyat t co os2wneafes,,damping gibran temu sby ahy demokrat all out menang prabowo gibran vw agusyudhoyono pdemokrat demokrat demi rakyat t co os2wneafes,15.0,Positif
@kompascom Lhoo lha emang menteri2 PDIP yang melantik TKN Prabowo-Gibran? Aneh. Makin ke sini kok makin ke situ https://t.co/Tjy4E2eYgT,kompascom lhoo lha emang menteri2 pdip yang melantik tkn prabowo gibran aneh makin ke sini kok makin ke situ t co tjy4e2eygt,kompascom lhoo lha emang menteri2 pdip yang lantik tkn prabowo gibran aneh makin ke sini kok makin ke situ t co tjy4e2eygt,,kompascom lhoo lha emang menteri2 pdip yang lantik tkn prabowo gibran aneh makin ke sini kok makin ke situ t co tjy4e2eygt,-3.0,Negatif
AHY sebut hilirisasi warisan SBY Prabowo-Gibran diminta perkuat lagi agromaritim.. rlw AgusYudhoyono PDemokrat Demokrat Demi rakyat https://t.co/Wq5mPZWQuS,ahy sebut hilirisasi warisan sby prabowo gibran diminta perkuat lagi agromaritim rlw agusyudhoyono pdemokrat demokrat demi rakyat t co wq5mpzwqus,ahy sebut hilir waris sby prabowo gibran minta kuat lagi agromaritim rlw agusyudhoyono pdemokrat demokrat demi rakyat t co wq5mpzwqus,,ahy sebut hilir waris sby prabowo gibran minta kuat lagi agromaritim rlw agusyudhoyono pdemokrat demokrat demi rakyat t co wq5mpzwqus,8.0,Positif
https://t.co/o31ZJGScGG Sosialisasi Indeks Desa Bagi Tenaga Pendamping Profesional Wilayah Sumat... @jokowi @prabowo @gibran_tweet @halimiskandarnu @Kemendespdtt @malik_haramain @imansyukri @taufikmadjid71 @yusradaridesa @azzameldzikrie,t co o31zjgscgg sosialisasi indeks desa bagi tenaga pendamping profesional wilayah sumat jokowi prabowo gibran tweet halimiskandarnu kemendespdtt malik haramain imansyukri taufikmadjid71 yusradaridesa azzameldzikrie,t co o31zjgscgg sosialisasi indeks desa bagi tenaga damping profesional wilayah sumat jokowi prabowo gibran tweet halimiskandarnu kemendespdtt malik haramain imansyukri taufikmadjid71 yusradaridesa azzameldzikrie,,t co o31zjgscgg sosialisasi indeks desa bagi tenaga damping profesional wilayah sumat jokowi prabowo gibran tweet halimiskandarnu kemendespdtt malik haramain imansyukri taufikmadjid71 yusradaridesa azzameldzikrie,4.0,Positif
@_sekarkinanthi_ @Gerindra @fadlizon @psi_id @prabowo @Dahnilanzar @andre_rosiade @bang_dasco @jokowi @Dennysiregar7 @Aryprasetyo85 @aariejazz @ZUL_Hasan @golkarpedia @golkar_id @Fahrihamzah @bjah89 @branjangankawat @BiLLRaY2019 @NgkongRoses @YRadianto @PartBurungGalak @CherylTanzil @grace_nat @03__nakula @DedynurPalakka @gibran_tweet @dewiirawan13 @hilalmultibiz @DS_yantie @widarto63285827 @seruanhl @RIPDEMOKRASI DNA Pengkhianat Soemitro.... https://t.co/Xi3T7Bh9Ba,sekarkinanthi gerindra fadlizon psi id prabowo dahnilanzar andre rosiade bang dasco jokowi dennysiregar7 aryprasetyo85 aariejazz zul hasan golkarpedia golkar id fahrihamzah bjah89 branjangankawat billray2019 ngkongroses yradianto partburunggalak cheryltanzil grace nat 03 nakula dedynurpalakka gibran tweet dewiirawan13 hilalmultibiz ds yantie widarto63285827 seruanhl ripdemokrasi dna pengkhianat soemitro t co xi3t7bh9ba,sekarkinanthi gerindra fadlizon psi id prabowo dahnilanzar andre rosiade bang dasco jokowi dennysiregar7 aryprasetyo85 aariejazz zul hasan golkarpedia golkar id fahrihamzah bjah89 branjangankawat billray2019 ngkongroses yradianto partburunggalak cheryltanzil grace nat 03 nakula dedynurpalakka gibran tweet dewiirawan13 hilalmultibiz ds yantie widarto63285827 seruanhl ripdemokrasi dna khianat soemitro t co xi3t7bh9ba,,sekarkinanthi gerindra fadlizon psi id prabowo dahnilanzar andre rosiade bang dasco jokowi dennysiregar7 aryprasetyo85 aariejazz zul hasan golkarpedia golkar id fahrihamzah bjah89 branjangankawat billray2019 ngkongroses yradianto partburunggalak cheryltanzil grace nat 03 nakula dedynurpalakka gibran tweet dewiirawan13 hilalmultibiz ds yantie widarto63285827 seruanhl ripdemokrasi dna khianat soemitro t co xi3t7bh9ba,-7.0,Negatif
Terbukti menangkan pilpres 2 kali pengamat nilai peran Demokrat menangkan Prabowo-Gibran sangat vital.. c^k PDemokrat AgusYudhoyono Demokrat Demi rakyat https://t.co/AMfBReLG53,terbukti menangkan pilpres 2 kali pengamat nilai peran demokrat menangkan prabowo gibran sangat vital c k pdemokrat agusyudhoyono demokrat demi rakyat t co amfbrelg53,bukti menang pilpres 2 kali amat nilai peran demokrat menang prabowo gibran sangat vital c k pdemokrat agusyudhoyono demokrat demi rakyat t co amfbrelg53,,bukti menang pilpres 2 kali amat nilai peran demokrat menang prabowo gibran sangat vital c k pdemokrat agusyudhoyono demokrat demi rakyat t co amfbrelg53,22.0,Positif
All out menangkan Prabowo Gibran AHY: Kita wujudkan kesejahteraan rakyat.. \m_ PDemokrat AgusYudhoyono Demokrat Demi rakyat https://t.co/toccRHhBxC,all out menangkan prabowo gibran ahy kita wujudkan kesejahteraan rakyat m pdemokrat agusyudhoyono demokrat demi rakyat t co toccrhhbxc,all out menang prabowo gibran ahy kita wujud sejahtera rakyat m pdemokrat agusyudhoyono demokrat demi rakyat t co toccrhhbxc,,all out menang prabowo gibran ahy kita wujud sejahtera rakyat m pdemokrat agusyudhoyono demokrat demi rakyat t co toccrhhbxc,26.0,Positif
Kegiatan pendataan IDM (Indeks Desa Membangun) Kementerian Desa PDTT rutin dilaksanakan oleh TPP #IDMKemendesaBisa @jokowi @prabowo @gibran_tweet @halimiskandarnu @Kemendespdtt @malik_haramain @imansyukri @taufikmadjid71 @yusradaridesa @azzameldzikrie @tppkemendes https://t.co/yTJ8FxpRSW,kegiatan pendataan idm indeks desa membangun kementerian desa pdtt rutin dilaksanakan oleh tpp idmkemendesabisa jokowi prabowo gibran tweet halimiskandarnu kemendespdtt malik haramain imansyukri taufikmadjid71 yusradaridesa azzameldzikrie tppkemendes t co ytj8fxprsw,giat data idm indeks desa bangun menteri desa pdtt rutin laksana oleh tpp idmkemendesabisa jokowi prabowo gibran tweet halimiskandarnu kemendespdtt malik haramain imansyukri taufikmadjid71 yusradaridesa azzameldzikrie tppkemendes t co ytj8fxprsw,,giat data idm indeks desa bangun menteri desa pdtt rutin laksana oleh tpp idmkemendesabisa jokowi prabowo gibran tweet halimiskandarnu kemendespdtt malik haramain imansyukri taufikmadjid71 yusradaridesa azzameldzikrie tppkemendes t co ytj8fxprsw,13.0,Positif
@tppkemendes @halimiskandarnu @jokowi @prabowo @gibran_tweet @taufikmadjid71 @malik_haramain @imansyukri Sukses Gus. Menteri... IDM-2024,tppkemendes halimiskandarnu jokowi prabowo gibran tweet taufikmadjid71 malik haramain imansyukri sukses gus menteri idm 2024,tppkemendes halimiskandarnu jokowi prabowo gibran tweet taufikmadjid71 malik haramain imansyukri sukses gus menteri idm 2024,,tppkemendes halimiskandarnu jokowi prabowo gibran tweet taufikmadjid71 malik haramain imansyukri sukses gus menteri idm 2024,4.0,Positif
AHY ajak warga Semarang menangkan Prabowo-Gibran agar Indonesia semakin maju. unv PDemokrat AgusYudhoyono Demokrat Demi rakyat https://t.co/Pn7QeRQvGt,ahy ajak warga semarang menangkan prabowo gibran agar indonesia semakin maju unv pdemokrat agusyudhoyono demokrat demi rakyat t co pn7qerqvgt,ahy ajak warga semarang menang prabowo gibran agar indonesia makin maju unv pdemokrat agusyudhoyono demokrat demi rakyat t co pn7qerqvgt,,ahy ajak warga semarang menang prabowo gibran agar indonesia makin maju unv pdemokrat agusyudhoyono demokrat demi rakyat t co pn7qerqvgt,19.0,Positif
AHY diskusi masalah bangsa dengan Gibran: Tantangan global makin kompleks. gxp AgusYudhoyono PDemokrat Demokrat Demi rakyat https://t.co/23jMwsftMp,ahy diskusi masalah bangsa dengan gibran tantangan global makin kompleks gxp agusyudhoyono pdemokrat demokrat demi rakyat t co 23jmwsftmp,ahy diskusi masalah bangsa dengan gibran tantang global makin kompleks gxp agusyudhoyono pdemokrat demokrat demi rakyat t co 23jmwsftmp,,ahy diskusi masalah bangsa dengan gibran tantang global makin kompleks gxp agusyudhoyono pdemokrat demokrat demi rakyat t co 23jmwsftmp,1.0,Positif
@hidahidaan Gibran akan diplot seperti Kyai Maruf untuk mengambil suara fanatis. KHMA ambil suara Nahdliyin Gibran mengamankan suara Projo.,hidahidaan gibran akan diplot seperti kyai maruf untuk mengambil suara fanatis khma ambil suara nahdliyin gibran mengamankan suara projo,hidahidaan gibran akan plot seperti kyai maruf untuk ambil suara fanatis khma ambil suara nahdliyin gibran aman suara projo,,hidahidaan gibran akan plot seperti kyai maruf untuk ambil suara fanatis khma ambil suara nahdliyin gibran aman suara projo,-7.0,Negatif
SBY dan AHY kompak ajak masyarakat Banyuwangi pilih Prabowo-Gibran. qx] AgusYudhoyono PDemokrat Demokrat Demi rakyat https://t.co/uVvqtOONS2,sby dan ahy kompak ajak masyarakat banyuwangi pilih prabowo gibran qx agusyudhoyono pdemokrat demokrat demi rakyat t co uvvqtoons2,sby dan ahy kompak ajak masyarakat banyuwangi pilih prabowo gibran qx agusyudhoyono pdemokrat demokrat demi rakyat t co uvvqtoons2,,sby dan ahy kompak ajak masyarakat banyuwangi pilih prabowo gibran qx agusyudhoyono pdemokrat demokrat demi rakyat t co uvvqtoons2,10.0,Positif
Terlihat dengan setia pak SBY presiden ke 6 Indonesia di atas panggung bersama dengan mas AHY juga mendukung Prabowo Gibran.. mwi PDemokrat AgusYudhoyono Demokrat Demi rakyat https://t.co/HSyslpDKGE,terlihat dengan setia pak sby presiden ke 6 indonesia di atas panggung bersama dengan mas ahy juga mendukung prabowo gibran mwi pdemokrat agusyudhoyono demokrat demi rakyat t co hsyslpdkge,lihat dengan setia pak sby presiden ke 6 indonesia di atas panggung sama dengan mas ahy juga dukung prabowo gibran mwi pdemokrat agusyudhoyono demokrat demi rakyat t co hsyslpdkge,,lihat dengan setia pak sby presiden ke 6 indonesia di atas panggung sama dengan mas ahy juga dukung prabowo gibran mwi pdemokrat agusyudhoyono demokrat demi rakyat t co hsyslpdkge,29.0,Positif
Bapak SBY dan Mas AHY pun duduk diatas panggung ikut serta mendukung Prabowo Gibran. qfx AgusYudhoyono PDemokrat Demokrat Demi rakyat https://t.co/fSiBcdwxgw,bapak sby dan mas ahy pun duduk diatas panggung ikut serta mendukung prabowo gibran qfx agusyudhoyono pdemokrat demokrat demi rakyat t co fsibcdwxgw,bapak sby dan mas ahy pun duduk atas panggung ikut serta dukung prabowo gibran qfx agusyudhoyono pdemokrat demokrat demi rakyat t co fsibcdwxgw,,bapak sby dan mas ahy pun duduk atas panggung ikut serta dukung prabowo gibran qfx agusyudhoyono pdemokrat demokrat demi rakyat t co fsibcdwxgw,9.0,Positif
Menutup masa kampanye @PDemokrat hadir all out di GBK untuk merapatkan barisan menangkan Prabowo-Gibran.. vmi AgusYudhoyono PDemokrat Demokrat Demi rakyat https://t.co/8apoN2rvSZ,menutup masa kampanye pdemokrat hadir all out di gbk untuk merapatkan barisan menangkan prabowo gibran vmi agusyudhoyono pdemokrat demokrat demi rakyat t co 8apon2rvsz,tutup masa kampanye pdemokrat hadir all out di gbk untuk rapat baris menang prabowo gibran vmi agusyudhoyono pdemokrat demokrat demi rakyat t co 8apon2rvsz,,tutup masa kampanye pdemokrat hadir all out di gbk untuk rapat baris menang prabowo gibran vmi agusyudhoyono pdemokrat demokrat demi rakyat t co 8apon2rvsz,8.0,Positif
Desa Mandiri Naik Jadi 11.456 Desa Gus Menteri @halimiskandarnu : Ini Jadi Motivasi Daerah Lain Genjot Pembangunan Desa Klik baca : https://t.co/hyqhAvNcrY #IDMKemendesaBisa @jokowi @prabowo @gibran_tweet @halimiskandarnu @taufikmadjid71 @malik_haramain @imansyukri https://t.co/ZJRZ8EnLjo,desa mandiri naik jadi 11 456 desa gus menteri halimiskandarnu ini jadi motivasi daerah lain genjot pembangunan desa klik baca t co hyqhavncry idmkemendesabisa jokowi prabowo gibran tweet halimiskandarnu taufikmadjid71 malik haramain imansyukri t co zjrz8enljo,desa mandiri naik jadi 11 456 desa gus menteri halimiskandarnu ini jadi motivasi daerah lain genjot bangun desa klik baca t co hyqhavncry idmkemendesabisa jokowi prabowo gibran tweet halimiskandarnu taufikmadjid71 malik haramain imansyukri t co zjrz8enljo,,desa mandiri naik jadi 11 456 desa gus menteri halimiskandarnu ini jadi motivasi daerah lain genjot bangun desa klik baca t co hyqhavncry idmkemendesabisa jokowi prabowo gibran tweet halimiskandarnu taufikmadjid71 malik haramain imansyukri t co zjrz8enljo,9.0,Positif
@msobri99 Kok malah nyindir Gibran? Dibilang berprestasi berani berkorban dan tulus mengabdi. Huh!,msobri99 kok malah nyindir gibran dibilang berprestasi berani berkorban dan tulus mengabdi huh,msobri99 kok malah nyindir gibran bilang prestasi berani korban dan tulus abdi huh,,msobri99 kok malah nyindir gibran bilang prestasi berani korban dan tulus abdi huh,-3.0,Negatif
#IDMKemendesaBisa @jokowi @prabowo @gibran_tweet @halimiskandarnu @Kemendespdtt @malik_haramain @imansyukri @taufikmadjid71 @yusradaridesa @azzameldzikrie @tppkemendes Sosialisasi Indeks Desa Bagi Tenaga Pendamping Profesional Wilayah Sumat...,idmkemendesabisa jokowi prabowo gibran tweet halimiskandarnu kemendespdtt malik haramain imansyukri taufikmadjid71 yusradaridesa azzameldzikrie tppkemendes sosialisasi indeks desa bagi tenaga pendamping profesional wilayah sumat,idmkemendesabisa jokowi prabowo gibran tweet halimiskandarnu kemendespdtt malik haramain imansyukri taufikmadjid71 yusradaridesa azzameldzikrie tppkemendes sosialisasi indeks desa bagi tenaga damping profesional wilayah sumat,,idmkemendesabisa jokowi prabowo gibran tweet halimiskandarnu kemendespdtt malik haramain imansyukri taufikmadjid71 yusradaridesa azzameldzikrie tppkemendes sosialisasi indeks desa bagi tenaga damping profesional wilayah sumat,4.0,Positif
Dampingi Gibran bertemu SBY AHY: Demokrat all-out menangkan Prabowo Gibran. vw^ AgusYudhoyono PDemokrat Demokrat Demi rakyat https://t.co/KKYDaPVbbQ,dampingi gibran bertemu sby ahy demokrat all out menangkan prabowo gibran vw agusyudhoyono pdemokrat demokrat demi rakyat t co kkydapvbbq,damping gibran temu sby ahy demokrat all out menang prabowo gibran vw agusyudhoyono pdemokrat demokrat demi rakyat t co kkydapvbbq,,damping gibran temu sby ahy demokrat all out menang prabowo gibran vw agusyudhoyono pdemokrat demokrat demi rakyat t co kkydapvbbq,15.0,Positif
@zarryhendrik Gibran bang. Keren. Wapres termuda sepanjang sejarah Indonesia. Attitudenya jempolan. Kecerdasannya mengalahkan profesor. Semoga anak abang persis mirip Gibran dr segala aspeknya atau kalau mau ada unsur jawanya bisa menamakan anak dengan nama Widodo.,zarryhendrik gibran bang keren wapres termuda sepanjang sejarah indonesia attitudenya jempolan kecerdasannya mengalahkan profesor semoga anak abang persis mirip gibran dr segala aspeknya atau kalau mau ada unsur jawanya bisa menamakan anak dengan nama widodo,zarryhendrik gibran bang keren wapres muda panjang sejarah indonesia attitudenya jempol cerdas kalah profesor moga anak abang persis mirip gibran dr segala aspek atau kalau mau ada unsur jawanya bisa nama anak dengan nama widodo,,zarryhendrik gibran bang keren wapres muda panjang sejarah indonesia attitudenya jempol cerdas kalah profesor moga anak abang persis mirip gibran dr segala aspek atau kalau mau ada unsur jawanya bisa nama anak dengan nama widodo,19.0,Positif
Proses penginputan IDM 2024 desa dampingan #idmkemendesbisa @jokowi @prabowo @gibran_tweet @halimiskandarnu @tppkemendes https://t.co/4efXRQ5Sfj,proses penginputan idm 2024 desa dampingan idmkemendesbisa jokowi prabowo gibran tweet halimiskandarnu tppkemendes t co 4efxrq5sfj,proses penginputan idm 2024 desa damping idmkemendesbisa jokowi prabowo gibran tweet halimiskandarnu tppkemendes t co 4efxrq5sfj,,proses penginputan idm 2024 desa damping idmkemendesbisa jokowi prabowo gibran tweet halimiskandarnu tppkemendes t co 4efxrq5sfj,3.0,Positif
@Mdy_Asmara1701 Bener kok Gibran sebelum jd wapres dan walikota jg harus jd anaknya pak jokowi dulu... Itu proses yg sulit dan panjang asliii,mdy asmara1701 bener kok gibran sebelum jd wapres dan walikota jg harus jd anaknya pak jokowi dulu itu proses yg sulit dan panjang asliii,mdy asmara1701 bener kok gibran belum jd wapres dan walikota jg harus jd anak pak jokowi dulu itu proses yg sulit dan panjang asliii,,mdy asmara1701 bener kok gibran belum jd wapres dan walikota jg harus jd anak pak jokowi dulu itu proses yg sulit dan panjang asliii,-6.0,Negatif
